filename,Mean,Variance,Standard Deviation,Range,Coefficient of Variation
crate__crate#io,0.13892039074875012,-0.06040570358907946,0.020542190479227757,-0.04857113231598927,-0.2830820762408163
r2dbc__r2dbc-h2#io,-0.19958249980866719,-0.06219013228296757,-0.13366270436420913,-0.06627991438943993,1.3367292907006316
prometheus__client_java#io,-0.19970246957490626,-0.06220960881159289,-0.15145638764008146,-0.08474985278316782,-0.14278216163924284
ReactiveX__RxJava#io,-0.19970163822765294,-0.06220960927678639,-0.1515371143719836,-0.08475255843241103,-0.27861900921700655
eclipse__eclipse-collections#org,0.07509447265567586,-0.059661137150705236,0.0529963859319443,0.07977727382131233,-0.28035807153403397
RoaringBitmap__RoaringBitmap#org,-0.1997093491794879,-0.06220960927971761,-0.15154400302886595,-0.0847573884413723,-0.27476589826822484
zalando__logbook#org,-0.19970063716828132,-0.06220960926534263,-0.15152868949588938,-0.08475262600442443,-0.2686944842140268
imglib__imglib2#net,-0.17089400632493265,-0.06220891189101735,-0.14816046952997525,-0.08080295226503839,-0.28758990804015305
raphw__byte-buddy#net,-0.19970934285310388,-0.062209609279678876,-0.15154325253615933,-0.0847552486960815,-0.08720743917985693
imglib__imglib2#net,-0.17595797219800635,-0.06219736368090444,-0.1373655852863083,-0.0791538354460936,-0.28205804136997303
apache__tinkerpop#org,-0.19970861633580778,-0.06220960927858235,-0.15153973408666244,-0.08475286850894607,-0.22444736123100437
RoaringBitmap__RoaringBitmap#org,-0.17829313288166254,-0.06220430743090847,-0.14221466876632588,-0.08103307137217175,-0.28391915864678
JCTools__JCTools#org,-0.19970188203114794,-0.062209609190074344,-0.15150568964791375,-0.08475443243645497,-0.22999000375816406
raphw__byte-buddy#net,-0.1990647277029841,-0.062182351377884616,-0.13039039491334017,-0.06257752601740475,0.08959427561319414
apache__hive#org,-0.19970473812761314,-0.062209609279671445,-0.15154317949324134,-0.08475655578084823,-0.286781607249735
prometheus__client_java#io,-0.1997093479001018,-0.062209609279717616,-0.15154400414317307,-0.08475740458286428,-0.2755286581945263
hazelcast__hazelcast#com,-0.19970928509389138,-0.06220960927959606,-0.1515426379848588,-0.08475509471515094,-0.13131659034729717
jdbi__jdbi#org,-0.19970327137889649,-0.06220960880295706,-0.15145558273813065,-0.08466648465491673,-0.12210606379712213
imglib__imglib2#net,-0.18721478699780067,-0.062205413247303304,-0.14324442290127612,-0.08179362433659398,-0.2812816125170609
h2oai__h2o-3#hex,-0.19963035726254458,-0.06220960893307643,-0.15146861526851624,-0.08475066941649476,-0.2779332495888157
prometheus__client_java#io,-0.19970935474966406,-0.06220960927971771,-0.15154402812366202,-0.08475744209270746,-0.28099693412202115
apache__kafka#org,-0.19970874061962757,-0.06220960927957777,-0.15154253548132307,-0.08475695168475024,-0.26195382447248394
openzipkin__zipkin#zipkin2,-0.19970744495396664,-0.06220960927724733,-0.1515376830782429,-0.0847515454032956,-0.2511456536884708
netty__netty#io,-0.19970933900242058,-0.06220960927971683,-0.15154392851706863,-0.08475732282711859,-0.2603253999688774
netty__netty#io,-0.199709025377517,-0.06220960927936612,-0.15154164877101087,-0.08475464382918677,-0.21262281149895434
apache__camel#org,-0.1995483515531183,-0.061650202875777896,-0.05571372819451437,0.014753942473089627,6.575944833863424
apache__hive#org,-0.19970932320636134,-0.06220960927971703,-0.15154394292354634,-0.08475734998334426,-0.2697892986961543
r2dbc__r2dbc-h2#io,-0.19970234105901635,-0.06220905002121844,-0.14851403113863362,-0.07707389358259788,4.670900962896751
prometheus__client_java#io,-0.19970931362101887,-0.06220960927958688,-0.15154258565802328,-0.08475492132820642,-0.06323419510182614
RoaringBitmap__RoaringBitmap#org,-0.07981276229491528,-0.061935957530519774,-0.08451881564092664,-0.06924903789883963,-0.2824955710379941
zalando__logbook#org,-0.19970914925188257,-0.06220960927939585,-0.15154175262412253,-0.08475447504118054,-0.1781186944210682
JCTools__JCTools#org,-0.1997093870689757,-0.062209609279717755,-0.15154405116833944,-0.0847574668409251,-0.28712565582937366
hazelcast__hazelcast#com,-0.1997090408762055,-0.06220960927932772,-0.15154152100869536,-0.08475232462134104,-0.2049809616040946
jgrapht__jgrapht#org,8.718485156669136,23.329397145873426,19.44453862720742,2.76879350334737,-0.2635962180086409
jdbi__jdbi#org,-0.19970220261257726,-0.06220960891889286,-0.1514670874252601,-0.08468211384206872,-0.16538925739844368
apache__logging-log4j2#org,-0.19970817059390922,-0.06220960927934276,-0.1515415702764302,-0.08475452641738018,-0.2654439369001336
RoaringBitmap__RoaringBitmap#org,-0.19757563800468214,-0.06220869458942864,-0.14766901068259727,-0.08238318059441628,-0.26799426799968185
apache__tinkerpop#org,-0.19970354158945164,-0.06220960924171575,-0.1515190742750414,-0.08474250042503284,-0.2396646240409384
RoaringBitmap__RoaringBitmap#org,-0.1996988436101208,-0.06220960927947953,-0.15154207381919363,-0.08475572969280805,-0.28678105015282573
apache__logging-log4j2#org,-0.1997093206643175,-0.06220960927959483,-0.1515426308614948,-0.08475505027040509,-0.04749428341406453
yellowstonegames__SquidLib#squidpony,-0.19785546945014673,-0.06220936618998238,-0.1495463869247765,-0.08382186278064807,-0.27651401772051787
zalando__logbook#org,-0.199686517519985,-0.06220960858057453,-0.15143691863504885,-0.08465293024974577,-0.23490726932479328
crate__crate#io,-0.19950553990505016,-0.06168088671837301,-0.05837897222203031,0.025084080099815248,4.9833731805703865
eclipse-vertx__vert,-0.19970934234740262,-0.06220960927971749,-0.15154398640787758,-0.08475740478723903,-0.2727118625728944
apache__camel#org,-0.1965404761382386,-0.06220809161386981,-0.14655259460036812,-0.08223535325793437,-0.2707737316637391
cantaloupe-project__cantaloupe#edu,-0.19970936586013158,-0.06220960927971775,-0.15154404111049777,-0.08475745983606775,-0.28370987678523824
eclipse__eclipse-collections#org,0.5185095209718926,-0.052751040736616475,0.24250650375951568,0.0055468237016269,-0.2826152636470083
jgrapht__jgrapht#org,2.3223317465381195,0.39670319220235273,2.593215609159068,0.24673520678909228,-0.2763897414710601
eclipse__eclipse-collections#org,0.2150001902741244,-0.056413723722552614,0.15691614925696026,-0.03322424926621752,-0.2803640260600372
ReactiveX__RxJava#io,-0.1996345257855267,-0.062209609263880764,-0.15152792729806266,-0.08474495262301235,-0.28645984584713097
eclipse__jetty,-0.19970929784180527,-0.062209609279715306,-0.15154385109647087,-0.08475726433627287,-0.2634662546870849
yellowstonegames__SquidLib#squidpony,-0.19910163960918684,-0.062209462858945005,-0.14999366273904527,-0.08437024290461992,-0.25951569736860314
netty__netty#io,-0.19970934399910012,-0.06220960927971745,-0.15154398135454394,-0.08475742156647557,-0.2708008869280065
HdrHistogram__HdrHistogram#bench,-0.19959674261183152,-0.062209606759475886,-0.15134064699784108,-0.08464000938728329,-0.26811393368740455
openzipkin__zipkin#zipkin2,-0.19958909606508726,-0.062030370917192726,-0.09729967512719412,-0.015132200728255782,4.913081134208639
apache__camel#org,-0.19048544461954037,-0.061859136664291,-0.07569218336860675,-0.03991377384820848,-0.19407953808724632
yellowstonegames__SquidLib#squidpony,-0.12069428864807416,-0.0622048595492172,-0.1427137867428022,-0.07712441209543298,-0.2876553014316453
jdbi__jdbi#org,-0.19935011259635194,-0.0619886703689278,-0.09131925501847298,-0.06060966682744031,1.6448192626596654
JCTools__JCTools#org,-0.19970207493209005,-0.06220960921855203,-0.15151236351141556,-0.08475243358578594,-0.23896198158785745
apache__kafka#org,-0.19958505560263998,-0.062209607883030545,-0.15139262945689244,-0.08452951529937183,-0.27489506546092496
ReactiveX__RxJava#io,-0.19856852611640324,-0.06220950138644793,-0.15021317901508663,-0.08419329647297938,-0.2754871562155442
zalando__logbook#org,-0.19970933769396057,-0.062209609279716985,-0.15154393919547782,-0.08475735412895109,-0.26348492870308854
prestodb__presto#com,10.727732803115556,0.052583564248038464,1.2212243286406734,0.12977580333609523,-0.28749527792826407
eclipse-vertx__vert,-0.19709955981444133,-0.062194532005354276,-0.13581144582000151,-0.06831172717433469,-0.21940287123752084
apache__camel#org,-0.19970667073306436,-0.06220960927661643,-0.15153691609027561,-0.08475222219409481,-0.25865785123786894
eclipse__eclipse-collections#org,0.2645593580810942,-0.05507150637323143,0.1907746597590359,0.026224729284477246,-0.28043865634386067
JCTools__JCTools#org,-0.19970886836345522,-0.06220960927962848,-0.15154284080644267,-0.08475713510047941,-0.2620967507661585
protostuff__protostuff#io,-0.1997093160870741,-0.06220960927955905,-0.1515424373046905,-0.08475460552344977,-0.03192859717509254
apache__camel#org,-0.189782110100593,-0.06207556129249921,-0.10463362455779882,-0.039912547828415974,-0.2344320889419123
eclipse__rdf4j#org,-0.03328778338942215,-0.061608974891349866,-0.05224517536959043,-0.0036613061282361704,-0.2820612929751266
JCTools__JCTools#org,-0.19970933712142253,-0.06220960927971766,-0.15154401172526222,-0.08475745228577579,-0.28004250022671295
eclipse-vertx__vert,-0.19970920514269508,-0.062209609279656984,-0.15154305257358572,-0.08475641279662749,-0.2261147737789235
eclipse__eclipse-collections#org,-0.19176715753907783,-0.06204057527564733,-0.09886641557326971,-0.028203067176290137,-0.2124306648523994
raphw__byte-buddy#net,-0.19970938339051508,-0.06220960927971739,-0.15154397387231838,-0.0847573357772795,-0.11509312572132269
RoaringBitmap__RoaringBitmap#org,-0.19965093327894562,-0.06220960927476737,-0.1515350365463662,-0.08475173170544116,-0.28716543718850124
imglib__imglib2#net,-0.17213654003561563,-0.061589728596005415,-0.05066678903935912,0.08510156526533406,-0.24673911538697477
apache__hive#org,0.1551642203746358,0.03315918928649298,1.0997010544294434,0.9446952932789746,-0.24826974948520092
jgrapht__jgrapht#org,0.7841256825120508,-0.05837884299839975,0.0992296926699382,-0.019492827590105944,-0.28600403533934504
raphw__byte-buddy#net,-0.19581811420943745,-0.06213742732142805,-0.117120667034124,-0.05229630931691757,-0.1868933443544571
yellowstonegames__SquidLib#squidpony,-0.19591418034121397,-0.06220870973594142,-0.14770122834445112,-0.08365017245110967,-0.2772637429778389
prestodb__presto#com,-0.19946566719187786,-0.06220960858904902,-0.15143756990543722,-0.08470683438564569,-0.28390442757031314
prestodb__presto#com,-0.19957998225395024,-0.06220960926824255,-0.15153032617837667,-0.08474960960474648,-0.28772095434415523
eclipse-vertx__vert,-0.19901023743973598,-0.06220876193395209,-0.14781438860888352,-0.08095054060690633,-0.22740489066958336
HdrHistogram__HdrHistogram#bench,-0.1996803963070303,-0.06220959111349265,-0.15099795214747583,-0.08342210209268311,-0.07165126669308026
cantaloupe-project__cantaloupe#edu,-0.19970936275164267,-0.06220960927971725,-0.15154396085305183,-0.08475736924215156,-0.24843191213423949
apache__tinkerpop#org,-0.195728074858108,-0.05736208915669726,0.13055332449240548,0.5624359919948904,0.5284446344111916
HdrHistogram__HdrHistogram#bench,-0.19970098099311553,-0.062209556896954364,-0.15061672325962547,-0.08336848043099547,0.9834465777522358
apache__logging-log4j2#org,-0.19970934173880078,-0.06220960927971764,-0.15154400833113335,-0.08475740043313879,-0.2783274280034658
apache__camel#org,-0.19952202057221713,-0.061652660576145046,-0.05592447075569184,0.014264180742259071,5.598240860841141
raphw__byte-buddy#net,-0.1997093831237634,-0.062209609279717124,-0.15154394976752694,-0.08475732089120853,-0.07227418368311415
jdbi__jdbi#org,-0.014442145727898613,-0.05983445409295398,0.045918721478607226,-0.01476760307214992,-0.2766490960766704
HdrHistogram__HdrHistogram#bench,-0.19968728423867974,-0.062209546882237544,-0.15053195294423813,-0.08243894728313281,0.239260223042009
eclipse__eclipse-collections#org,0.8513496837120642,0.37707825365891856,2.5338859602976003,1.495163756353682,-0.259470239209863
r2dbc__r2dbc-h2#io,-0.19964587532085493,-0.062204062641426236,-0.14200172739383898,-0.06929897593511529,1.4442459135159933
zalando__logbook#org,-0.19970914147054425,-0.06220960927928187,-0.15154137638180468,-0.08475435445408995,-0.16404151942081063
r2dbc__r2dbc-h2#io,-0.19970203707323064,-0.0622096092707828,-0.15153194025018266,-0.0847507864052456,-0.26993950019259055
eclipse__eclipse-collections#org,0.19776230849684992,-0.05439976514030751,0.20651975110208787,-0.009153874798680779,-0.278552230098413
HdrHistogram__HdrHistogram#bench,-0.19968602280569336,-0.06220939678677387,-0.1496763325893699,-0.07947620973948445,0.6331774576848975
eclipse__jetty,-0.19970646773574013,-0.062209609261789534,-0.1515268957258301,-0.08474675025144177,-0.22118623252569786
h2oai__h2o-3#water,-0.19875222805205894,-0.062209609243349784,-0.15151961716512724,-0.08474003339064037,-0.2886500103148336
apache__arrow#org,-0.1990369860312049,-0.0620204480769915,-0.09581838517618955,-0.02615149457293456,0.6671089154244244
h2oai__h2o-3#water,0.5375973684911994,0.1891751240466683,1.8799178677988255,0.5565806982571155,-0.2571599051021524
ReactiveX__RxJava#io,5.016467611312982,2.327375679032521,6.111716863638661,3.288325881116486,-0.27509275806305566
cantaloupe-project__cantaloupe#edu,-0.19848362205928438,-0.06209579232610767,-0.10831828375543864,-0.0415249761618499,0.11786509260229797
apache__hive#org,-0.19970932260401525,-0.062209609279716895,-0.1515439328889636,-0.08475734026745116,-0.2682085346501704
prometheus__client_java#io,-0.1997093458705129,-0.06220960927971762,-0.15154400601653717,-0.08475741474433332,-0.2766734031415171
HdrHistogram__HdrHistogram#bench,-0.1996998321505405,-0.062209529692084084,-0.15040100981079937,-0.08186392073465622,1.0908824846412437
hazelcast__hazelcast#com,-0.19970892309273572,-0.062209609279233385,-0.1515412315506332,-0.08475508077057949,-0.2190542924169097
zalando__logbook#org,-0.19969481497556318,-0.06220960911314352,-0.15149175844971866,-0.08470339733188786,-0.2475508506486384
r2dbc__r2dbc-h2#io,-0.19970849111025404,-0.06220960927738506,-0.15153786315467224,-0.08475316224918819,-0.2093971509563627
protostuff__protostuff#io,-0.19969739463032848,-0.06220960924331585,-0.15151960576946705,-0.08474557950875114,-0.2654321058013096
ReactiveX__RxJava#io,-0.1973809819330657,-0.062209525553057865,-0.15037166406201016,-0.0832182240273225,-0.2831359397018424
ReactiveX__RxJava#io,-0.18685071002618356,-0.0622016273465111,-0.14009700928456897,-0.07905202772410774,-0.2786749089562431
hazelcast__hazelcast#com,-0.19970910081853369,-0.062209609279456186,-0.15154197922533513,-0.0847548366136026,-0.20586040031173305
eclipse-vertx__vert,-0.19970934305482954,-0.06220960927971757,-0.15154399567251628,-0.08475741853871642,-0.27480934707611016
prestodb__presto#com,-0.199124473201535,-0.06218888144412153,-0.13309745636226541,-0.06229105430238555,0.07486950825246125
raphw__byte-buddy#net,-0.1976037571439899,-0.062160690178786907,-0.12320544629854009,-0.05661182386279083,-0.13368709159510983
h2oai__h2o-3#water,-0.19960921962271222,-0.06216573207056845,-0.12470552083851594,-0.05330659001270989,2.8019343763813613
apache__hive#org,-0.1997093216913455,-0.06220960927971683,-0.15154392841750658,-0.08475732720097366,-0.26771996452005237
HdrHistogram__HdrHistogram#bench,-0.19965762150016128,-0.06220838951694853,-0.14706921746714366,-0.07407531533387875,0.7082499292708232
apache__arrow#org,-0.19970934457472092,-0.0622096092797176,-0.1515440014743134,-0.08475742971671249,-0.27584314182821035
eclipse__jetty,-0.1997091915038028,-0.06220960927970406,-0.15154357721319436,-0.08475695911921695,-0.2611812407466418
eclipse__rdf4j#org,-0.15366238131019475,-0.061938832010725815,-0.0848717666609495,-0.021103240646973463,-0.2722412824705017
h2oai__h2o-3#water,6.644651970898725,0.15476983764861849,1.7357889544057008,0.16854687630393927,-0.2857634404074205
eclipse__rdf4j#org,5.447436359940289,-0.040482476156449794,0.4456843446371791,0.04060233551005312,-0.287724478066445
HdrHistogram__HdrHistogram#bench,-0.19969453499517686,-0.06220945726218144,-0.14996430970431432,-0.08130929542194514,0.9379644351307923
crate__crate#io,0.37527808036949073,-0.06097242568506099,-0.009030450924243079,-0.012869435958099206,-0.2860852368164057
prometheus__client_java#io,-0.19970935707804846,-0.06220960927971756,-0.15154399550307676,-0.08475737871072159,-0.2684458646318575
r2dbc__r2dbc-h2#io,-0.19970841376814502,-0.06220960927761208,-0.15153817198274297,-0.08475332740180846,-0.21936364643160478
h2oai__h2o-3#water,-0.17866083285750667,-0.06203170011077419,-0.0975011817846946,-0.04942303577475539,-0.2593253691816147
jdbi__jdbi#org,-0.1997093337548001,-0.062209609279717644,-0.15154400894141037,-0.08475744843038763,-0.28000334523689435
cantaloupe-project__cantaloupe#edu,-0.19661744054535124,-0.062204452277526696,-0.1423429907377866,-0.06952055482172327,-0.2546154391029652
prestodb__presto#com,-0.19970900342014042,-0.062209609278935075,-0.15154046689028747,-0.08475348156799076,-0.18157133277808124
crate__crate#io,-0.19920560604509932,-0.06220958602078009,-0.15092612866582752,-0.08438931007878757,-0.274794797371422
RoaringBitmap__RoaringBitmap#org,-0.12390368290661705,-0.06220189174762937,-0.14028819722484256,-0.08106209919372973,-0.287231597053209
apache__kafka#org,-0.19970925741275491,-0.06220960927954423,-0.15154236358403278,-0.08475500145063157,-0.1404517742560644
RoaringBitmap__RoaringBitmap#org,-0.19928984337179068,-0.062209600586444355,-0.15116627840812172,-0.08410589321594883,-0.27855706321825086
imglib__imglib2#net,-0.17711980211596481,-0.061745282225417406,-0.06423661617172047,-0.07717994358015257,-0.24435843345082126
HdrHistogram__HdrHistogram#bench,-0.19968965372580433,-0.06220884038561855,-0.14799123716655305,-0.07424247647407349,1.78786078655606
apache__tinkerpop#org,-0.19970587738894027,-0.06220960927577911,-0.15153601035479033,-0.08475380460615972,-0.26252529149809495
apache__kafka#org,-0.19970888263698192,-0.062209609279624885,-0.15154281669183045,-0.08475535320292286,-0.2607893746132175
eclipse__rdf4j#org,9.539644888350375,0.06018066909998414,1.265922101376855,0.147868970721089,-0.28726554627537076
hazelcast__hazelcast#com,-0.1997090131999389,-0.06220960927927327,-0.15154135015286144,-0.08475303376014341,-0.20592092206580284
eclipse__jetty,-0.19970934209540636,-0.06220960927971749,-0.1515439862083781,-0.08475740428680298,-0.2727503886858165
eclipse__rdf4j#org,-0.1992603835017222,-0.06218230951152099,-0.1303741558265153,-0.062299241430587286,0.2549613328756653
eclipse__jetty,-0.19970933276254055,-0.0622096092797144,-0.15154381688678292,-0.08475720715767995,-0.24043758347048996
h2oai__h2o-3#water,-0.1996636041798787,-0.06216787877867133,-0.12537029623469848,-0.05769906943061293,6.305908888544335
h2oai__h2o-3#water,-0.13228844737087342,-0.06220535857506252,-0.14319052784883537,-0.08052697761370475,-0.2875151747019354
eclipse__jetty,-0.1997092302341623,-0.06220960927921914,-0.15154119039920982,-0.08475299149454288,-0.08045162470659051
RoaringBitmap__RoaringBitmap#org,-0.19751858453822974,-0.06220958155868499,-0.15086945512395658,-0.08450219353844425,-0.28539230649061564
h2oai__h2o-3#water,0.4725604587309654,-0.06179636392745999,-0.06917895237439535,-0.06569502287678722,-0.28753113028264754
netty__netty#io,-0.1997093402514894,-0.0622096092797168,-0.15154392651799123,-0.08475732834204525,-0.2591074111099139
crate__crate#io,-0.19944934876905365,-0.06220958759572921,-0.15094741627026903,-0.08360377236851141,-0.26247624786594975
cantaloupe-project__cantaloupe#edu,-0.19695703675648002,-0.0621625773856538,-0.1237574474818998,-0.0577791780072391,-0.17248156255310687
apache__tinkerpop#org,-0.015075332017319316,-0.05931934298948537,0.06628117035544513,-0.032335745510704415,-0.2753346743679571
prometheus__client_java#io,-0.19970935471725673,-0.062209609279717595,-0.1515440006172695,-0.08475741184373789,-0.2716214415258548
yellowstonegames__SquidLib#squidpony,-0.19970933450389983,-0.06220960927971718,-0.15154395419937883,-0.08475732183496637,-0.26819154254823135
yellowstonegames__SquidLib#squidpony,-0.1987116899906974,-0.06220932960412471,-0.14940132598938147,-0.08432560069822671,-0.26416894510926403
apache__kafka#org,-0.1994364527667442,-0.062209595992283505,-0.1510770052453921,-0.08461088184577303,-0.2692041178849402
prestodb__presto#com,-0.1997084914418445,-0.06220960927969924,-0.15154350020098079,-0.08475737742165934,-0.28185645063372133
netty__netty#io,-0.19970744065264298,-0.062209609278101534,-0.15153890042352414,-0.08475376297387556,-0.2584386568687143
r2dbc__r2dbc-h2#io,-0.19970843380496903,-0.06220960927734506,-0.1515378103226003,-0.08475249982688147,-0.21353341120251979
openzipkin__zipkin#zipkin2,-0.1997080874974722,-0.06220960927822531,-0.15153910159235884,-0.0847543193375147,-0.2450555996324501
apache__hive#org,-0.19970932308015907,-0.06220960927971703,-0.15154394316382394,-0.08475735238505874,-0.26986857912185525
netty__netty#io,-0.19970885889631487,-0.062209605199447064,-0.15128523980771358,-0.08397057577678747,5.3482151190319955
raphw__byte-buddy#net,-0.1991320149329367,-0.062185083641482015,-0.1314785787120103,-0.06413957787642581,0.11196715424809797
jdbi__jdbi#org,-0.19970286978115878,-0.062209609054687996,-0.15148327160727182,-0.0846980784500449,-0.18138448683883932
eclipse__eclipse-collections#org,0.4746365578603501,-0.052894429449752305,0.239508260431993,0.06144178723026924,-0.28225477427870155
openzipkin__zipkin#zipkin2,-0.19970616223279394,-0.06220960927343679,-0.1515338970502455,-0.08475289730592327,-0.2526364207185
eclipse__jetty,-0.19970927625608162,-0.06220960927894412,-0.15154048765036937,-0.08475193737979239,0.07721100559981331
jdbi__jdbi#org,-0.19970906965658813,-0.06220960927911279,-0.15154090000212048,-0.08475419240194726,-0.17493673878970267
crate__crate#io,0.5561182563280722,-0.050844539736016235,0.2803977993522881,0.036725228213268436,-0.2823518697653986
apache__logging-log4j2#org,-0.19970934733526938,-0.062209609279699325,-0.1515435014749161,-0.08475609063675296,-0.1349638349549143
openzipkin__zipkin#zipkin2,-0.19970820148754498,-0.0622096092784801,-0.15153954386897234,-0.08475456143363586,-0.24513918127523046
protostuff__protostuff#io,-0.19970828947636474,-0.06220960927751756,-0.15153804146056093,-0.08475399097717906,-0.2258625005296261
jdbi__jdbi#org,-0.1997040003342732,-0.062209608911069234,-0.15146625751044202,-0.08468762443475294,-0.12238939978257504
openzipkin__zipkin#zipkin2,-0.19970934388461972,-0.06220960927971763,-0.15154400694381318,-0.08475740409560735,-0.2774587550310332
apache__hive#org,-0.19970932104188438,-0.06220960927971692,-0.15154393453521978,-0.08475734136090865,-0.26896985133906637
prometheus__client_java#io,-0.19970935441515097,-0.06220960927971758,-0.15154399817396938,-0.08475739469887232,-0.2709487346623261
h2oai__h2o-3#water,0.40185692286812735,-0.02183100790620169,0.6626255290370018,-0.025954673084746693,-0.27333145638809175
hazelcast__hazelcast#com,-0.19970905140642703,-0.062209609279459406,-0.15154199201175247,-0.08475471401735821,-0.21847536883212246
apache__tinkerpop#org,-0.07869829667572871,-0.05324092089087854,0.2321664662267684,0.17151528657803997,-0.2523652553599464
jgrapht__jgrapht#org,1.62308638859281,0.2190468245275628,1.997228605258569,0.17727036772170443,-0.27534544710889475
yellowstonegames__SquidLib#squidpony,-0.19970926634017175,-0.06220960927971768,-0.1515440162955364,-0.08475742988321563,-0.28563044659500747
imglib__imglib2#net,-0.1929343207686424,-0.062198995217336905,-0.13834386530499415,-0.06931291852287016,-0.2664683139205005
apache__tinkerpop#org,-0.19970125566816163,-0.062209609001684464,-0.15147649171214253,-0.0846811418781582,-0.19311478749018327
HdrHistogram__HdrHistogram#bench,-0.19964005750776329,-0.062208895597563554,-0.14812117155070562,-0.07722098228556294,0.2805902534989405
RoaringBitmap__RoaringBitmap#org,-0.19642946927905838,-0.06220439868874902,-0.14229530806770416,-0.08292399655558534,-0.25641512016163376
yellowstonegames__SquidLib#squidpony,-0.19823195457256224,-0.06220858187522033,-0.14743719074746403,-0.08355160000075199,-0.2568775172527629
eclipse__jetty,-0.19970929650897806,-0.06220960927971568,-0.1515438667362279,-0.0847572779671728,-0.26579580243702505
ReactiveX__RxJava#io,-0.19970796521394948,-0.06220960927757362,-0.15153811852713867,-0.08475427041897349,-0.2408585306317827
RoaringBitmap__RoaringBitmap#org,-0.19775136453698772,-0.06220955150422645,-0.15057015881351046,-0.08452406680407881,-0.2832066491597388
RoaringBitmap__RoaringBitmap#org,-0.18376424298462346,-0.06215417869644895,-0.12137831301583143,-0.08120765899458554,-0.2671201317580677
prestodb__presto#com,-0.19958931712097047,-0.06220960650258102,-0.1513305317402985,-0.08470308497849745,-0.26843030633112624
hazelcast__hazelcast#com,-0.199691450618986,-0.06220960907516656,-0.1514861031601118,-0.08475426201366394,-0.2516774967771557
