filename,Mean,Variance,Standard Deviation,Range,Coefficient of Variation
apache__logging-log4j2#org,-0.122608156919528,-0.061437235924053396,-0.03894029519562631,-0.019008189178007888,-0.2720965226317442
imglib__imglib2#net,-0.18382565541948087,-0.062058533271890585,-0.10174317494389806,-0.08099576115587577,-0.25277515751758384
jgrapht__jgrapht#org,0.12690611339029675,-0.058759972203202726,0.08642799184026055,-0.022723750337426324,-0.2805393522431704
openzipkin__zipkin#zipkin2,-0.19970924671997814,-0.06220960927943825,-0.15154190933186615,-0.08475591964100286,-0.11469661761180276
hazelcast__hazelcast#com,-0.1996922124286441,-0.06220960910814312,-0.15149097935990036,-0.0847062421261268,-0.25329961077703766
prestodb__presto#com,1.9511939483149539,-0.002432814039404013,0.839072431514417,0.14722278617162504,-0.28363148721321835
apache__kafka#org,-0.1997076913475265,-0.06220960927873313,-0.15154003096928503,-0.08475319997517593,-0.26161706023052816
netty__netty#io,-0.19970934240694183,-0.062209609279717484,-0.1515439857340268,-0.08475738451746574,-0.27252238873016016
apache__logging-log4j2#org,-0.1997078361507534,-0.062209609277632756,-0.15153820091867978,-0.08475293346277052,-0.2454686008446496
eclipse__jetty,-0.1997085695286546,-0.06220960926919431,-0.1515309076849651,-0.08474322467223398,-0.1038100999256317
imglib__imglib2#net,-0.197374061276705,-0.06220959499156036,-0.15105973703646824,-0.08434458970828787,-0.28655208895749756
apache__hive#org,-0.19970931486276994,-0.06220960927971603,-0.15154388319888398,-0.08475714825337091,-0.2626066341968756
apache__camel#org,-0.19954677343375188,-0.061647073066066226,-0.055446022708074916,0.01604608563039933,6.528314832607283
openzipkin__zipkin#zipkin2,-0.199707794687271,-0.06220960927770644,-0.15153830522834794,-0.08475399507027974,-0.24735459117566805
eclipse__rdf4j#org,-0.1978433854087579,-0.0621427961917058,-0.1184256009793558,-0.030262626173582673,-0.08419924246232369
apache__hive#org,-0.19970737660714052,-0.06220960927970107,-0.15154352800571558,-0.084756879866624,-0.28594345607378513
imglib__imglib2#net,-0.18885730907406703,-0.06217609335182953,-0.12808746232648363,-0.08187186673615461,-0.264009572873965
JCTools__JCTools#org,-0.19970695814970554,-0.06220960927383781,-0.1515342265576888,-0.08475486541359373,-0.24231007066472715
yellowstonegames__SquidLib#squidpony,-0.19561354850284135,-0.062208218233714266,-0.1467653490288306,-0.08277875637218877,-0.2754851773654918
HdrHistogram__HdrHistogram#bench,-0.19959047743297895,-0.062207229817175455,-0.14529407075684306,-0.07474776630050688,0.31739027713922785
apache__camel#org,-0.19970871824441694,-0.06220960927884975,-0.15154027655256144,-0.0847538990815102,-0.2239775451569517
apache__logging-log4j2#org,-0.19970841135344616,-0.06220960927841169,-0.15153942096213932,-0.0847507813266325,-0.23428029807182285
jdbi__jdbi#org,-0.19969829015305587,-0.06220960791473618,-0.15139435800740603,-0.08463133057902122,-0.13334823162070966
crate__crate#io,-0.09483660485700393,-0.06168725956279064,-0.058942147081062546,-0.02625757209230799,-0.27875827349468696
apache__kafka#org,-0.19966129067916769,-0.062209564921486146,-0.15069070305932972,-0.08381793963554424,-0.08427324970977813
prometheus__client_java#io,-0.19970930850734808,-0.06220960927965471,-0.1515430340809229,-0.08475572170772587,-0.14229731216473732
RoaringBitmap__RoaringBitmap#org,-0.1590811986408804,-0.062207406464461934,-0.14553053812765965,-0.07523634161496767,-0.28723701462195106
zalando__logbook#org,-0.19970665880929184,-0.062209609270343934,-0.15153164638018987,-0.08474700488735575,-0.23651995598689637
openzipkin__zipkin#zipkin2,-0.19691605174527646,-0.062208152128073915,-0.1466531195509281,-0.08003732093431874,-0.26874574886041946
jgrapht__jgrapht#org,-0.11748005416187447,-0.06213674161624868,-0.11695754802263325,-0.06337279715215069,-0.2840923291191438
eclipse__rdf4j#org,-0.19950787821719376,-0.06218387768487235,-0.13099117604904842,-0.06470815249820656,0.8876627238933765
eclipse__jetty,-0.1997092822498217,-0.06220960927935279,-0.15154160366422983,-0.08475370159635151,-0.023270882755521683
jdbi__jdbi#org,-0.19970932841462047,-0.06220960927971759,-0.15154399893986728,-0.08475739850630604,-0.2788784219089032
raphw__byte-buddy#net,-0.19844162778073662,-0.06220879152853503,-0.1478800989695399,-0.08190472063366562,-0.25560425919963753
raphw__byte-buddy#net,-0.19877269169879538,-0.06220802655324287,-0.14644672821984744,-0.07606120917010223,-0.22616767809720448
apache__hive#org,-0.1997047398618741,-0.06220960927967611,-0.1515432246102288,-0.0847565882230126,-0.28689276148654524
apache__tinkerpop#org,-0.1955281316159355,-0.06220505544644682,-0.1428978011960725,-0.07745659134039187,-0.26508962452733464
hazelcast__hazelcast#com,-0.19970903905083418,-0.06220960927936601,-0.15154164841587114,-0.0847544446537479,-0.2096250564822252
apache__logging-log4j2#org,-0.19970852054392504,-0.06220960927940244,-0.1515417762518302,-0.08475392155965321,-0.2587066720365104
prometheus__client_java#io,-0.19970935116738686,-0.062209609279717665,-0.1515440140092843,-0.08475738931491926,-0.2774014712628269
jdbi__jdbi#org,-0.19970664225081794,-0.062209609272767655,-0.15153336983806084,-0.0847513821739343,-0.24407559263199802
jgrapht__jgrapht#org,0.828038993658902,-0.03768647089739831,0.4829495699440452,0.023801537223986976,-0.2818225869942411
eclipse__eclipse-collections#org,1.1256440533199854,-0.00010448586893984112,0.8581805798221633,0.560780897828632,-0.28015574320089026
raphw__byte-buddy#net,-0.1994825514637888,-0.06219658796492057,-0.13692340226121194,-0.06095116102095439,0.45460319888579465
eclipse__eclipse-collections#org,-0.14464543413546638,-0.062000560684717376,-0.09296223106772587,-0.065018548426567,-0.2766714734656666
apache__hive#org,-0.19970931020557656,-0.06220960927971679,-0.15154392597420782,-0.08475729535093227,-0.27047237187725853
prometheus__client_java#io,-0.19970929106952456,-0.06220960927960164,-0.1515426707444398,-0.0847556542223709,-0.12552980386904503
openzipkin__zipkin#zipkin2,-0.19970904224514296,-0.06220960927883248,-0.15154023917206672,-0.08475488222421891,-0.16194693747933522
hazelcast__hazelcast#com,-0.19970928205991736,-0.06220960927966794,-0.15154314710682995,-0.08475493238630624,-0.19096895203796163
HdrHistogram__HdrHistogram#bench,-0.19969129237148764,-0.062209593409893994,-0.15103363421464575,-0.08418586614551653,0.03643859718065692
jgrapht__jgrapht#org,3.2101840787639313,0.37782851955188307,2.536178223730011,0.28421391065800855,-0.2798516550318145
netty__netty#io,-0.1997093420914902,-0.062209609279717415,-0.1515439770297821,-0.08475738265687084,-0.2704718922835337
crate__crate#io,0.37171078136708996,-0.05740791062525527,0.12921688780341992,-0.010769336172340948,-0.28327640232745177
protostuff__protostuff#io,-0.19970931169539613,-0.06220960927970895,-0.15154367128982194,-0.08475672955986017,-0.23187807729288795
netty__netty#io,-0.19970913432524007,-0.06220960927935381,-0.1515416070905153,-0.08475509352637872,-0.17802183645379133
raphw__byte-buddy#net,-0.19872112414094423,-0.06220504119680468,-0.1428842840411973,-0.06824720012478076,-0.1878589016651079
imglib__imglib2#net,-0.19768936650966035,-0.06220960424327499,-0.15125650946692434,-0.08453401582181498,-0.28730239367086985
crate__crate#io,-0.19957685584235493,-0.061905630435279524,-0.08090238818807916,0.0021510435452349263,5.859908415273635
eclipse__eclipse-collections#org,0.02192032064050119,-0.06138007629549298,-0.034848025681842885,-0.056648439184290175,-0.2828703670392707
eclipse-vertx__vert,-0.19970934200849788,-0.062209609279717575,-0.1515439969939289,-0.0847573868322615,-0.275454871306493
JCTools__JCTools#org,-0.19970933606573024,-0.062209609279717436,-0.15154397947000497,-0.08475737856623848,-0.27312987267182015
protostuff__protostuff#io,-0.1997093630191635,-0.06220960927971772,-0.15154402853506274,-0.08475740180566436,-0.2786071732898811
eclipse-vertx__vert,-0.19970929866502657,-0.062209609279717214,-0.15154395784607835,-0.08475737306858427,-0.2769356429504993
prometheus__client_java#io,-0.19970933369801253,-0.0622096092797175,-0.15154398767127583,-0.08475739671921008,-0.27553800877431645
apache__tinkerpop#org,-0.19970883856570726,-0.06220960927858052,-0.15153973060706483,-0.0847520300345292,-0.1983125629809155
zalando__logbook#org,-0.19970293681047455,-0.06220960926537735,-0.15152870806219765,-0.08474764549988627,-0.2615097989211519
imglib__imglib2#net,-0.1726988141618123,-0.06139799077736542,-0.03611497903029204,-0.07628336251777117,-0.23964555841783944
netty__netty#io,-0.19970933844664435,-0.06220960927971673,-0.15154392173419257,-0.08475732978558148,-0.2590807641096717
protostuff__protostuff#io,-0.19970926338022468,-0.062209609279625364,-0.15154281984713097,-0.08475553333520677,-0.17542719609125326
hazelcast__hazelcast#com,-0.19970925395524536,-0.06220960927971718,-0.15154395434170723,-0.0847573647920569,-0.2806248107511916
ReactiveX__RxJava#io,-0.1997091180652838,-0.06220960927948929,-0.1515421147862843,-0.08475492765872955,-0.20634438768343308
eclipse__jetty,-0.19970924324416178,-0.062209609279092436,-0.15154084742419227,-0.08475480220601395,-0.034550132818836926
prestodb__presto#com,-0.19966436808759527,-0.062163128496796505,-0.12392072638374645,-0.05620420683605114,6.789247805972721
apache__hive#org,-0.19529239383124425,-0.06201163102050386,-0.09453445234553594,-0.05434640672682441,-0.14005045868454827
cantaloupe-project__cantaloupe#edu,-0.1988073905220577,-0.06218063078037023,-0.1297329708367946,-0.053141635527025916,-0.009993571779836464
apache__arrow#org,-0.19970931206532322,-0.06220960927971711,-0.15154394881309227,-0.0847573759491241,-0.27346855077788074
JCTools__JCTools#org,-0.19970934217087166,-0.06220960927971575,-0.1515438699612036,-0.08475723016821854,-0.24380007828148675
eclipse-vertx__vert,-0.19870441784684534,-0.062209487138899705,-0.15012803054917506,-0.08288238026802801,-0.27269004316931716
apache__kafka#org,-0.19936235839099284,-0.062209461702504146,-0.14998755224498045,-0.0842835826403804,-0.23720313305316626
jgrapht__jgrapht#org,-0.1448564122002098,-0.06213938386584492,-0.11759040748630556,-0.06344347358724832,-0.28180377351964975
protostuff__protostuff#io,-0.19970928487255651,-0.06220960927950971,-0.15154220337914523,-0.08475371806653931,-0.08328820504838773
yellowstonegames__SquidLib#squidpony,-0.1951238418622715,-0.06220823404183967,-0.14679257967897066,-0.08290515551612691,-0.27699105085735476
h2oai__h2o-3#water,-0.18933325872934548,-0.0622093606525526,-0.14952376227904637,-0.08399517125028148,-0.2866983729082928
zalando__logbook#org,-0.1997088969386114,-0.06220960927921694,-0.15154118407105197,-0.08475496420757661,-0.22165844463724446
RoaringBitmap__RoaringBitmap#org,-0.19506968989479415,-0.06220956509141379,-0.1506923391323474,-0.08392482786386113,-0.28682682492103423
eclipse__rdf4j#org,0.6506098208858455,-0.05610809595573483,0.16494450980565412,0.010554753959973469,-0.28465079472184146
netty__netty#io,-0.1997093025578878,-0.06220960927965708,-0.15154305340434973,-0.084755245739404,-0.15503778056934236
zalando__logbook#org,-0.19970868491991586,-0.06220960927822297,-0.15153909771701105,-0.08475392406681836,-0.2077270583857956
JCTools__JCTools#org,-0.19969339210723275,-0.06220960911822005,-0.15149256145693357,-0.08475278429567872,-0.25181187855403825
apache__tinkerpop#org,-0.1979717977640482,-0.06220718394394343,-0.1452341122312293,-0.07680008517800711,-0.24705223130736131
apache__logging-log4j2#org,-0.19970838494136556,-0.062209609275731735,-0.15153596213857468,-0.08474962977533926,-0.19596071832096082
yellowstonegames__SquidLib#squidpony,-0.1955659562242307,-0.062208131047057705,-0.1466178673613893,-0.08028181872945986,-0.27522915955930943
cantaloupe-project__cantaloupe#edu,-0.1993766671916378,-0.06196478206418327,-0.08814699658922834,-0.012186907983194696,1.9091412552955926
protostuff__protostuff#io,-0.1996973546610309,-0.06220960924077299,-0.1515187663549017,-0.0847460365910452,-0.2647055123442595
apache__tinkerpop#org,-0.19969580411675567,-0.06220960900622162,-0.15147704522392333,-0.08468563571316537,-0.2320421766127992
eclipse__jetty,-0.19969277586605078,-0.062209609192984815,-0.15150631753722169,-0.08475005170384396,-0.2627416783539293
eclipse__rdf4j#org,-0.15348109925858508,-0.06193123454599498,-0.08394289216971927,-0.023041794295365684,-0.272074987622812
apache__arrow#org,-0.19691900521508657,-0.06220012395803037,-0.1390654685115138,-0.06881226500892408,-0.23735544052690516
raphw__byte-buddy#net,-0.19961539103339923,-0.062207739717960245,-0.14600405931857074,-0.07575266172649348,0.39096176629184376
netty__netty#io,-0.19970912519276182,-0.06220960927936458,-0.15154164352238128,-0.08475451638965795,-0.18346448175410845
jgrapht__jgrapht#org,-0.12143546131285653,-0.061415909612838424,-0.037396306755993064,0.03160623498548271,-0.27212138479305464
cantaloupe-project__cantaloupe#edu,-0.14716375864795284,-0.061461569685761504,-0.04072829149667531,0.2746927851869989,-0.26461567496468824
crate__crate#io,-0.17188161577690894,-0.06209141139585013,-0.10749423661671977,-0.061400588058473884,-0.2706836139384877
prometheus__client_java#io,-0.19970935450532076,-0.06220960927971761,-0.15154400299587947,-0.08475741457677788,-0.27253567858157474
imglib__imglib2#net,-0.19970934717509917,-0.062209609279717665,-0.1515440134262208,-0.08475740192614657,-0.27835304437656355
eclipse__rdf4j#org,0.05532067012162092,-0.06042098261408664,0.019811858163579332,0.029051786688382555,-0.2811933896121953
apache__kafka#org,-0.1997072363446381,-0.062209609277665945,-0.1515382476667527,-0.08475188473636151,-0.2578357218603492
cantaloupe-project__cantaloupe#edu,-0.19695295759902143,-0.06214767687697568,-0.11965818657283597,-0.05381370413192931,-0.15549796707147015
r2dbc__r2dbc-h2#io,-0.19970846860572797,-0.0622096092775439,-0.15153807755403992,-0.08475282912935271,-0.21403173826593733
jgrapht__jgrapht#org,1.5819129536157486,0.017005883302169112,0.9888220515750339,0.13914547930332413,-0.28156061617104416
ReactiveX__RxJava#io,-0.19969433758119295,-0.062209609277813306,-0.15153845995995385,-0.08475228467421698,-0.2846588587387782
openzipkin__zipkin#zipkin2,-0.19966681556210836,-0.06220960903785705,-0.15148103959812595,-0.08468251932731413,-0.2718701520970207
prestodb__presto#com,-0.19965346740020637,-0.06220960924403942,-0.1515198499444521,-0.08474403724179388,-0.28395195824097247
crate__crate#io,-0.19965407105343677,-0.0622096055379494,-0.15129620781321163,-0.08428327961292949,-0.23725866996867917
apache__logging-log4j2#org,-0.19970914564092526,-0.062209609279127775,-0.15154093929052248,-0.08475280698000859,-0.14113774152082106
apache__hive#org,-0.19970932183067086,-0.062209609279717096,-0.15154394721006642,-0.08475735913144397,-0.2709256742313602
r2dbc__r2dbc-h2#io,-0.19969556156427193,-0.062209609266629315,-0.15152939311757774,-0.08474714107852545,-0.27671490044003316
h2oai__h2o-3#water,1.6452900238250825,5.640227743509475,9.523868619710642,23.572381981068478,-0.22844810793338752
raphw__byte-buddy#net,-0.19899857091930082,-0.06218157948910036,-0.1300929713866508,-0.06198491089948057,0.059190101579185736
r2dbc__r2dbc-h2#io,-0.19958351032809069,-0.062190568111225975,-0.13386389778670307,-0.06599701049514028,1.3313415628239202
jgrapht__jgrapht#org,0.15746610716082554,-0.03679459523477196,0.4943843978713799,-0.020785196689034103,-0.2680823547216733
imglib__imglib2#net,-0.1798119321887996,-0.06187518192937847,-0.07744884195557374,-0.07800612003987903,-0.24598603263222657
apache__camel#org,-0.1997074278766347,-0.06220960927564565,-0.15153587525176293,-0.08475362776986262,-0.2408380801577583
RoaringBitmap__RoaringBitmap#org,-0.19853118291197916,-0.062209599926997275,-0.15115221189960515,-0.08456944631765352,-0.28510792824803866
prometheus__client_java#io,-0.1997093498624321,-0.062209609279717575,-0.15154399699988225,-0.08475741268224081,-0.27271705713811756
prestodb__presto#com,-0.19970890807929262,-0.06220960927971632,-0.15154389802263127,-0.0847574188644455,-0.2852618307394613
RoaringBitmap__RoaringBitmap#org,-0.1987967969677171,-0.062209551569964196,-0.1505707130253893,-0.08458522054535243,-0.2766405770713801
hazelcast__hazelcast#com,-0.1997092834640174,-0.06220960927963934,-0.15154291681216417,-0.08475520890449684,-0.1643749704047498
HdrHistogram__HdrHistogram#bench,-0.19951101931166126,-0.06220960595616783,-0.15131046887951533,-0.08457860993995905,-0.2753606694787826
apache__arrow#org,-0.19970929570907933,-0.062209609279717075,-0.15154394593831785,-0.08475734783346807,-0.27583820366557116
JCTools__JCTools#org,-0.19970892449338418,-0.06220960927963378,-0.15154287727742413,-0.08475716240433692,-0.2597559426866271
eclipse-vertx__vert,-0.19970778141392387,-0.062209609211816334,-0.1515106643019906,-0.08472355005656189,-0.04928960150503678
apache__tinkerpop#org,-0.19970345666648767,-0.06220960926287539,-0.15152742337230207,-0.08474520303064892,-0.2566070755449929
hazelcast__hazelcast#com,-0.199202435101076,-0.06220948060417659,-0.15009064443235792,-0.08112232477037383,-0.2558713639310953
r2dbc__r2dbc-h2#io,-0.1997027068632958,-0.062209137506125986,-0.1487610972608551,-0.07706095887415208,4.515875623297978
apache__logging-log4j2#org,-0.19728792925742394,-0.06218211598276345,-0.130299251375395,-0.05654171925209182,-0.18773257447180777
crate__crate#io,-0.1996944276512857,-0.062209608918427764,-0.15146703783946042,-0.08470281589931795,-0.2295609488578433
netty__netty#io,-0.19970922038147737,-0.062209609279582904,-0.1515425635383569,-0.084754706702044,-0.18687101616037502
eclipse-vertx__vert,-0.19970934326722517,-0.06220960927971765,-0.15154401152125208,-0.08475742958152822,-0.2787819224737653
apache__camel#org,-0.19970232334634652,-0.06220960922457787,-0.15151396486644356,-0.08474166537993959,-0.2398192697337667
eclipse__eclipse-collections#org,-0.1918103686529083,-0.06206012621217493,-0.10200642006779366,-0.0336489389164024,-0.21659788111143466
apache__arrow#org,-0.1995978079233089,-0.06220960924824949,-0.15152132264704252,-0.08475134636519457,-0.28659463421239123
h2oai__h2o-3#water,-0.18345675286385685,-0.06204456778877904,-0.09949224507935053,-0.050403671311735045,-0.2519984329408067
apache__tinkerpop#org,-0.1996950118762254,-0.062209608311641254,-0.15141798653127883,-0.08462645442764358,-0.18778834291224225
imglib__imglib2#net,-0.16919393211486827,-0.06148114534385828,-0.04218788831355875,0.033814032196151644,-0.24760363084259904
apache__kafka#org,-0.1997022265450615,-0.06220960926290454,-0.15152743776828745,-0.0847523310777585,-0.2621844405273362
cantaloupe-project__cantaloupe#edu,-0.19696429613299488,-0.06216382552222475,-0.12412862832622083,-0.04595164487087664,-0.17373343421827658
eclipse__rdf4j#org,-0.16077019480123667,-0.06197636144119705,-0.08966437271088051,-0.034758937571194706,-0.2706121853227551
apache__arrow#org,-0.19970934307884564,-0.062209609279717595,-0.15154400089920647,-0.08475740658169145,-0.2761283305659666
eclipse__rdf4j#org,0.9158639769337148,-0.04455117247018232,0.38686873338443406,0.09068163809351854,-0.2833768307015395
eclipse__rdf4j#org,-0.1956278582749043,-0.062157170263902155,-0.12220361952648856,-0.04233892213145594,-0.2060167865268978
eclipse-vertx__vert,-0.1997093247461064,-0.06220960927971748,-0.1515439845605386,-0.0847573957891349,-0.276856863189691
prestodb__presto#com,0.728629834630832,-0.04891984137331067,0.315543114332771,0.046417996455229496,-0.28314023223878093
eclipse__eclipse-collections#org,0.6999372211780324,-0.04664794391252004,0.35389322937705187,0.23058059305249046,-0.28246335810380563
cantaloupe-project__cantaloupe#edu,-0.1997093194115619,-0.0622096092797149,-0.1515438352260877,-0.084756885175235,-0.2528672165409756
yellowstonegames__SquidLib#squidpony,-0.19871044502833052,-0.06220932457394809,-0.14938214259508453,-0.08339603442564637,-0.2639782881879671
apache__logging-log4j2#org,-0.19969515998209195,-0.06220960923279228,-0.15151629625038074,-0.08474393167864178,-0.26644157133173546
prometheus__client_java#io,-0.19970921517069057,-0.062209609279706646,-0.15154362441123326,-0.084756971527466,-0.2605317862183846
HdrHistogram__HdrHistogram#bench,-0.19970933375883612,-0.06220960927971748,-0.15154398449982648,-0.08475738413891747,-0.2748552038892108
apache__hive#org,-0.19970932311689518,-0.062209609279717096,-0.1515439474899886,-0.08475736524816799,-0.27062075713567146
apache__tinkerpop#org,-0.1404938593121048,-0.061877848314814195,-0.07774481320836749,-0.05722394729865662,-0.2745673609994253
imglib__imglib2#net,-0.19031721883190875,-0.062208428832602594,-0.1471419250488932,-0.08376042451942149,-0.28353754472614273
apache__arrow#org,-0.19970927848979467,-0.06220960927808604,-0.151538875798987,-0.08475190587161488,0.2536136572700206
eclipse-vertx__vert,-0.19970752555419133,-0.06220960924025701,-0.15151859940044535,-0.08472878863164714,-0.13133958609096397
yellowstonegames__SquidLib#squidpony,-0.19970934024008236,-0.062209609279717325,-0.1515439671075397,-0.08475737427275092,-0.26880995533364693
apache__logging-log4j2#org,-0.1969424522499216,-0.062209458898740334,-0.1499728361423337,-0.08302093625780683,-0.2823937242221842
jgrapht__jgrapht#org,-0.10321199778259274,-0.06198341614420851,-0.09060734930333308,-0.04435073947730203,-0.2816596673068934
raphw__byte-buddy#net,-0.19632300239731956,-0.06214356066744221,-0.11861561683361277,-0.053159698898367226,-0.17677085903256082
h2oai__h2o-3#water,-0.19966588047720554,-0.06216888844320789,-0.12568887045501623,-0.05802184968869683,6.566475951179665
h2oai__h2o-3#water,-0.1914571995934081,-0.06213599717492925,-0.1167813231162848,-0.054275041884891406,-0.2403484578449462
prestodb__presto#com,9.879519630528609,0.24844712900863197,2.10674549952625,0.9956630996179533,-0.28635980971421576
apache__arrow#org,-0.19970269669207355,-0.0622096092639305,-0.15152795263526878,-0.08471816659972675,-0.2611919421131422
imglib__imglib2#net,0.031226324162119887,-0.05864898866796456,0.09022576839658848,-0.004065171471651196,-0.2768672739421545
apache__kafka#org,-0.19970881966478005,-0.062209609279009266,-0.15154064100939205,-0.08475459652143519,-0.21978574664940426
apache__camel#org,-0.19970929196760862,-0.0622096092795986,-0.15154265281871934,-0.08475514053360465,-0.1218686080017054
protostuff__protostuff#io,-0.19970811109589798,-0.06220960927805683,-0.1515388296696345,-0.08475180369933165,-0.24178920764468614
apache__logging-log4j2#org,-0.19967855935332643,-0.06220960909434645,-0.15148888679888153,-0.08462613629697613,-0.2683023613337648
jgrapht__jgrapht#org,-0.19966202121182278,-0.062209609055618516,-0.15148339740261468,-0.0847240708491139,-0.27417258531212535
JCTools__JCTools#org,-0.1997083827846651,-0.0622096092794552,-0.15154197529596966,-0.08475638469891361,-0.26513144728323346
r2dbc__r2dbc-h2#io,-0.19963980665693987,-0.06219989192067255,-0.1389137602798726,-0.06437227009831836,1.8050398184083452
ReactiveX__RxJava#io,-0.18972818524061721,-0.06220935223946266,-0.14948986519722485,-0.08251538339042477,-0.28657032294007617
zalando__logbook#org,-0.1997089072609079,-0.06220960927908162,-0.15154081983957945,-0.08475470931859717,-0.21148475882717252
apache__hive#org,-0.1997093240974164,-0.062209609279716964,-0.1515439374926683,-0.08475735309304994,-0.2685521443861223
netty__netty#io,-0.1997093197819178,-0.062209609279653334,-0.1515430230331309,-0.08475465366698753,-0.11639542425836964
imglib__imglib2#net,0.21120396643032624,-0.057813193584256024,0.1171070409895666,-0.008669236386582723,-0.28140236050587253
ReactiveX__RxJava#io,-0.19828009295063828,-0.062209422409205926,-0.14979255348893036,-0.08196799743893242,-0.27480793874322423
prometheus__client_java#io,-0.19970931360701566,-0.06220960927965518,-0.1515430378798332,-0.0847551620696046,-0.13290124066523132
apache__camel#org,-0.19970759290747128,-0.062209609276520896,-0.15153680702562092,-0.08475043008647516,-0.24240295063647974
netty__netty#io,-0.19970925432345932,-0.06220960927971738,-0.1515439732058475,-0.08475739320715524,-0.28222343608115225
imglib__imglib2#net,-0.18814410410631635,-0.062151906655942446,-0.12076629084195561,-0.08149665298922663,-0.2582446037644269
zalando__logbook#org,-0.19970870230924734,-0.06220960927850471,-0.1515395889185771,-0.0847544164020034,-0.21392647239454238
r2dbc__r2dbc-h2#io,-0.1997023387321236,-0.062209609271545466,-0.15153246866364625,-0.08474778167383486,-0.2699909575192043
raphw__byte-buddy#net,-0.19573489281757173,-0.0621422198595676,-0.11828306721306191,-0.05238771991027088,-0.19240406041997524
apache__tinkerpop#org,-0.1997087077033251,-0.06220960927874804,-0.15154006150628288,-0.08475433461599387,-0.22133965812959602
apache__logging-log4j2#org,-0.19969588601186974,-0.062209609208325085,-0.151509816738168,-0.08473945654316681,-0.2596957494723228
yellowstonegames__SquidLib#squidpony,-0.19885199548137644,-0.0622092918243152,-0.14926118446764777,-0.08420459861176954,-0.2582290526040479
